Iteration1,Iteration2,Iteration3,Iteration4,Iteration5,Iteration6
134,155,166,172,176
135,156,167,174,178
138,158,169,176,180
138,158,169,176,180
138,159,169,176,180
139,160,171,178,182
138,159,170,177,181
139,160,170,177,181
138,159,170,177,181
138,158,169,176,180
139,159,170,177,181
137,157,168,175,179
137,158,169,176,180
137,158,169,175,180
137,158,169,176,180
138,158,169,176,180
140,160,171,178,182
139,159,169,176,181
136,156,167,173,178
138,158,169,176,180
136,156,167,173,178
136,157,168,175,179
140,161,172,179,183
137,157,168,175,179
139,159,170,177,181
137,157,168,174,178
139,159,170,177,181
138,159,169,176,180
139,159,170,177,181
137,157,168,175,179
138,158,169,176,180
138,159,170,176,180
136,156,167,174,178
138,158,169,176,180
137,157,168,174,179
138,159,170,176,180
137,157,168,175,179
136,157,167,174,178
138,158,169,176,180
136,157,167,174,178
139,159,169,176,180
136,157,167,174,178
137,157,168,175,179
138,158,169,176,180
137,157,168,174,179
137,157,168,174,178
134,154,165,172,176
136,156,166,173,177
134,155,165,172,176
135,155,165,172,176
136,156,167,174,178
136,156,167,174,178
135,155,166,172,176
134,154,165,171,176
137,157,167,174,178
136,155,166,173,176
136,156,167,174,178
136,156,167,173,177
134,154,165,172,176
138,158,168,175,179
135,155,166,172,176
137,157,168,174,179
135,155,166,173,177
136,155,166,173,177
135,155,166,173,177
135,155,166,172,177
136,156,166,173,177
134,154,164,171,175
135,155,165,172,176
135,155,166,172,176
134,154,165,172,176
135,155,165,172,176
135,155,165,172,176
135,155,166,173,177
133,153,164,171,174
134,154,164,171,175
133,152,162,169,173
133,153,163,170,174
134,153,164,171,175
135,155,165,172,176
134,154,164,171,175
135,155,165,172,176
131,150,161,168,171
134,154,164,171,175
132,152,162,169,173
134,154,164,171,175
132,152,163,169,173
133,153,163,170,174
133,153,163,170,174
133,153,164,170,174
136,156,166,173,177
133,153,164,171,175
133,153,164,170,174
134,154,165,171,175
131,152,162,169,173
132,152,163,169,173
131,151,161,168,172
134,154,164,171,175
132,152,162,169,173
132,151,162,169,173
131,151,162,168,172
132,152,163,170,174
131,151,161,168,171
129,149,160,166,170
132,151,162,169,173
132,152,162,169,173
132,152,163,169,173
131,151,161,168,172
131,151,162,168,172
130,150,160,167,171
132,152,162,169,173
132,152,163,169,173
130,150,161,168,171
132,153,163,169,174
130,149,160,166,171
130,150,161,167,171
130,150,160,166,171
131,151,161,168,172
130,150,160,167,171
133,153,163,170,174
131,151,162,168,173
132,152,163,169,173
131,151,161,168,172
129,149,159,166,170
130,150,160,167,171
130,150,160,167,171
129,149,160,166,170
128,148,158,165,169
131,151,162,168,173
129,149,160,166,170
130,150,160,167,171
128,149,159,166,170
132,152,163,170,174
130,150,160,167,171
130,150,161,167,172
131,151,161,168,172
129,149,159,166,170
129,149,159,166,170
128,148,158,165,169
131,151,161,168,172
132,152,162,169,173
130,150,161,167,171
129,149,160,167,170
130,150,160,167,171
129,149,159,166,170
129,149,159,166,170
128,149,159,166,170
128,148,159,165,170
130,150,160,167,171
129,149,159,165,169
130,150,160,167,171
130,150,161,168,172
128,149,159,166,170
127,147,157,164,168
128,148,158,165,169
130,150,160,167,171
128,148,158,165,169
129,148,159,166,170
126,146,157,163,167
127,147,158,164,168
128,148,159,166,170
128,147,158,165,169
127,147,157,164,168
126,146,156,163,167
127,147,157,164,168
130,150,160,167,171
128,148,158,165,169
126,146,157,163,167
126,146,157,163,167
128,148,159,165,169
127,147,157,164,168
124,144,155,162,166
127,147,157,163,168
128,148,158,165,169
126,147,157,164,168
127,148,158,165,169
125,145,155,162,166
126,146,156,163,166
128,147,158,164,169
126,147,157,164,168
126,146,157,163,167
127,148,158,165,169
125,145,155,162,166
124,144,154,160,164
128,148,159,165,170
125,145,155,162,166
124,144,154,161,165
127,146,157,164,168
126,146,156,163,167
126,146,156,163,167
125,145,155,162,166
127,148,158,164,169
125,145,155,162,166
126,146,156,163,167
125,145,156,162,166
124,144,154,161,165
124,144,154,161,165
126,147,157,164,168
126,146,156,163,167
125,145,156,162,166
125,145,156,162,166
126,147,157,164,168
125,145,155,162,166
127,147,158,164,168
126,146,156,163,167
126,146,157,163,167
125,145,155,162,166
126,146,157,163,167
126,146,156,163,167
122,142,153,160,164
123,143,153,160,164
124,144,154,161,165
123,143,154,160,164
125,145,155,162,166
126,146,156,163,167
124,144,154,161,165
124,143,154,160,164
124,144,155,161,166
126,146,157,163,168
126,146,156,163,167
124,144,154,161,165
123,143,153,160,164
124,144,155,161,166
123,143,154,160,165
125,145,156,163,167
124,144,154,161,165
124,144,154,161,165
123,143,153,160,164
125,145,155,162,166
124,144,155,161,165
124,145,155,162,166
125,144,155,161,165
124,144,154,161,165
123,143,153,160,164
124,143,154,160,164
125,145,155,162,166
125,145,155,162,166
126,146,157,163,168
124,144,154,160,164
124,144,154,161,165
125,145,155,162,166
125,145,155,162,166
125,145,156,162,167
126,146,157,163,167
124,144,154,161,165
125,146,156,163,167
125,145,155,162,166
126,146,156,163,167
123,143,154,160,164
124,144,154,160,164
126,146,156,163,167
123,143,153,160,164
123,143,154,160,164
123,144,154,161,165
124,144,155,161,165
124,144,154,161,165
125,145,155,162,166
123,143,153,160,164
124,143,154,160,164
124,144,154,161,165
122,142,153,159,163
127,147,157,164,168
124,144,155,161,165
124,144,154,161,165
126,147,157,164,168
126,146,157,164,167
125,145,156,163,166
124,143,154,161,165
124,144,154,161,165
122,142,152,159,163
125,145,155,162,166
124,144,154,161,165
125,145,156,162,166
124,144,155,161,165
124,144,154,161,165
124,144,155,161,165
125,145,155,162,166
125,144,155,162,166
125,144,155,161,165
126,146,156,163,167
123,143,154,160,164
125,144,155,161,165
125,145,155,162,166
125,145,155,162,166
125,145,155,162,166
123,143,153,160,164
125,145,156,163,166
124,144,154,161,165
125,145,155,161,165
125,145,156,162,166
125,145,155,162,166
125,145,155,162,166
124,144,155,161,165
125,145,155,162,166
126,146,156,163,167
124,144,154,161,165
125,145,155,161,165
125,145,155,162,166
123,143,154,160,164
126,145,156,162,166
123,143,154,160,164
124,144,154,161,165
127,147,157,164,168
123,143,153,160,164
125,145,155,161,165
126,146,156,163,167
123,143,154,161,164
124,144,155,161,165
